UC;Nome;Aprovados;Reprovados;NaoAvaliados;Abandonos;Inscritos;Curso;Semestre;Ano
425242;Prospeção de Dados;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425242;Prospeção de Dados;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2019
425242;Prospeção de Dados;8;0;3;0;11;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2019
425242;Prospeção de Dados;19;0;3;0;22;Mestrado Bolonha em Ciência de Dados;2;2019
425242;Prospeção de Dados;6;0;0;0;6;Mestrado Bolonha em Engenharia Informática;2;2019
425242;Prospeção de Dados;6;1;2;0;9;Mestrado Bolonha em Informática;2;2019
425242;Prospeção de Dados;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;2;2019
425242;Prospeção de Dados;3;0;3;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2019
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;17;0;0;0;17;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2019
425240;Computação em Nuvem;1;0;0;0;1;Curso de Especialização em Data Science;2;2019
425240;Computação em Nuvem;1;1;0;0;2;Curso Livre em Regime Livre;2;2019
425240;Computação em Nuvem;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2019
425240;Computação em Nuvem;1;1;0;0;2;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425240;Computação em Nuvem;10;2;0;0;12;Mestrado Bolonha em Ciência de Dados;2;2019
425240;Computação em Nuvem;16;5;0;0;21;Mestrado Bolonha em Engenharia Informática;2;2019
425240;Computação em Nuvem;10;1;0;0;11;Mestrado Bolonha em Informática;2;2019
425240;Computação em Nuvem;6;1;0;0;7;Mestrado Bolonha em Segurança Informática;2;2019
425237;Sistemas Ciberfísicos;4;0;1;0;5;Mestrado Bolonha em Engenharia Informática;2;2019
425237;Sistemas Ciberfísicos;1;0;1;0;2;Mestrado Bolonha em Informática;2;2019
425237;Sistemas Ciberfísicos;1;0;1;0;2;Mestrado Bolonha em Segurança Informática;2;2019
425236;Internet das Coisas;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425236;Internet das Coisas;0;0;2;0;2;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425236;Internet das Coisas;1;0;0;0;1;Mestrado Bolonha em Ciência de Dados;2;2019
425236;Internet das Coisas;3;0;1;0;4;Mestrado Bolonha em Engenharia Informática;2;2019
425236;Internet das Coisas;15;1;2;0;18;Mestrado Bolonha em Informática;2;2019
425236;Internet das Coisas;2;0;0;0;2;Mestrado Bolonha em Segurança Informática;2;2019
425234;Procedimentos de Segurança e Manuseamento de Informação Classificada;4;0;0;0;4;Mestrado Bolonha em Segurança Informática;2;2019
425231;Direito da Cibersegurança;0;0;2;0;2;Curso Livre em Regime Livre;2;2019
425231;Direito da Cibersegurança;8;0;2;0;10;Mestrado Bolonha em Segurança Informática;2;2019
425213;Ontologias aplicadas às Ciências;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2019
425213;Ontologias aplicadas às Ciências;11;0;0;0;11;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2019
425208;Robôs Móveis;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2019
425208;Robôs Móveis;9;0;1;0;10;Mestrado Bolonha em Engenharia Informática;2;2019
425208;Robôs Móveis;7;0;1;0;8;Mestrado Bolonha em Informática;2;2019
425208;Robôs Móveis;6;0;0;0;6;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2019
425205;Inteligência Artificial em Jogos;1;0;1;0;2;Curso Livre em Erasmus;2;2019
425205;Inteligência Artificial em Jogos;1;0;2;0;3;Licenciatura Bolonha em Engenharia Informática;2;2019
425205;Inteligência Artificial em Jogos;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425205;Inteligência Artificial em Jogos;10;0;2;0;12;Mestrado Bolonha em Engenharia Informática;2;2019
425205;Inteligência Artificial em Jogos;5;0;3;0;8;Mestrado Bolonha em Informática;2;2019
425205;Inteligência Artificial em Jogos;1;0;0;0;1;Mestrado Integrado em Engenharia Física;2;2019
425202;Complementos de Programação;11;0;2;0;13;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2019
425202;Complementos de Programação;1;0;0;0;1;Mestrado Bolonha em Física;2;2019
425202;Complementos de Programação;11;0;3;0;14;Mestrado Bolonha em Informática;2;2019
425196;Data Warehousing e Data Mining;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2019
425194;Bioinformática;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2019
425194;Bioinformática;3;0;0;0;3;Mestrado Bolonha em Bioestatística;2;2019
425194;Bioinformática;11;0;1;0;12;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2019
425194;Bioinformática;8;0;0;0;8;Mestrado Bolonha em Bioquímica;2;2019
425194;Bioinformática;4;0;0;0;4;Mestrado Bolonha em Ciência de Dados;2;2019
425194;Bioinformática;6;0;0;0;6;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2019
425184;Tolerância a Intrusões;13;0;0;0;13;Mestrado Bolonha em Segurança Informática;2;2019
425175;Segurança Aplicada;0;1;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425175;Segurança Aplicada;11;0;2;0;13;Mestrado Bolonha em Segurança Informática;2;2019
425159;Verificação e Validação de Software;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425159;Verificação e Validação de Software;7;2;0;0;9;Licenciatura Bolonha em Engenharia Informática;2;2019
425159;Verificação e Validação de Software;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425159;Verificação e Validação de Software;22;2;0;0;24;Mestrado Bolonha em Engenharia Informática;2;2019
425159;Verificação e Validação de Software;7;0;0;0;7;Mestrado Bolonha em Informática;2;2019
425159;Verificação e Validação de Software;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;2;2019
425154;Tecnologias de Segurança;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425154;Tecnologias de Segurança;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425154;Tecnologias de Segurança;11;1;3;0;15;Mestrado Bolonha em Engenharia Informática;2;2019
425154;Tecnologias de Segurança;1;0;0;0;1;Mestrado Bolonha em Informática;2;2019
425151;Técnicas de Interação Avançadas;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425151;Técnicas de Interação Avançadas;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2019
425151;Técnicas de Interação Avançadas;3;0;1;0;4;Mestrado Bolonha em Engenharia Informática;2;2019
425151;Técnicas de Interação Avançadas;2;0;0;0;2;Mestrado Bolonha em Informática;2;2019
425151;Técnicas de Interação Avançadas;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;2;2019
425151;Técnicas de Interação Avançadas;13;0;0;0;13;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2019
425150;Técnicas de Compilação;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425150;Técnicas de Compilação;12;0;2;0;14;Mestrado Bolonha em Engenharia Informática;2;2019
425150;Técnicas de Compilação;0;1;0;0;1;Mestrado Bolonha em Informática;2;2019
425135;Qualidade de Software;1;0;1;0;2;Curso Livre em Regime Livre;2;2019
425135;Qualidade de Software;5;0;0;0;5;Licenciatura Bolonha em Engenharia Informática;2;2019
425135;Qualidade de Software;20;0;2;0;22;Mestrado Bolonha em Engenharia Informática;2;2019
425135;Qualidade de Software;4;0;0;0;4;Mestrado Bolonha em Informática;2;2019
425128;Multimédia;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425128;Multimédia;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425128;Multimédia;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425128;Multimédia;4;1;0;0;5;Mestrado Bolonha em Engenharia Informática;2;2019
425128;Multimédia;8;1;1;0;10;Mestrado Bolonha em Informática;2;2019
425125;Interação em Linguagem Natural;3;0;2;0;5;Mestrado Bolonha em Engenharia Informática;2;2019
425125;Interação em Linguagem Natural;1;0;0;0;1;Mestrado Bolonha em Informática;2;2019
425118;Deteção e Tolerância a Intrusões;0;0;1;0;1;Curso Livre em Regime Livre;2;2019
425118;Deteção e Tolerância a Intrusões;1;0;1;0;2;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425118;Deteção e Tolerância a Intrusões;2;0;1;0;3;Mestrado Bolonha em Ciência de Dados;2;2019
425118;Deteção e Tolerância a Intrusões;9;0;2;0;11;Mestrado Bolonha em Engenharia Informática;2;2019
425118;Deteção e Tolerância a Intrusões;2;0;0;0;2;Mestrado Bolonha em Informática;2;2019
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425116;Desenho e Análise de Algoritmos;0;0;1;0;1;Curso Livre em Regime Livre;2;2019
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425116;Desenho e Análise de Algoritmos;1;0;2;0;3;Mestrado Bolonha em Ciência de Dados;2;2019
425116;Desenho e Análise de Algoritmos;7;1;1;0;9;Mestrado Bolonha em Engenharia Informática;2;2019
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Mestrado Bolonha em Informática;2;2019
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Mestrado Bolonha em Matemática;2;2019
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2019
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425115;Configuração e Gestão de Sistemas;9;0;0;0;9;Mestrado Bolonha em Engenharia Informática;2;2019
425115;Configuração e Gestão de Sistemas;4;2;0;0;6;Mestrado Bolonha em Informática;2;2019
425115;Configuração e Gestão de Sistemas;8;0;1;0;9;Mestrado Bolonha em Segurança Informática;2;2019
425110;Aplicações na Web;2;0;0;0;2;Curso de Especialização em Data Science;2;2019
425110;Aplicações na Web;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425110;Aplicações na Web;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425110;Aplicações na Web;8;0;1;0;9;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2019
425110;Aplicações na Web;5;0;0;0;5;Mestrado Bolonha em Ciência de Dados;2;2019
425110;Aplicações na Web;0;0;1;0;1;Mestrado Bolonha em Engenharia Geoespacial;2;2019
425110;Aplicações na Web;13;0;4;0;17;Mestrado Bolonha em Engenharia Informática;2;2019
425110;Aplicações na Web;7;0;2;0;9;Mestrado Bolonha em Informática;2;2019
425110;Aplicações na Web;2;0;0;0;2;Mestrado Bolonha em Segurança Informática;2;2019
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Curso Livre em Erasmus;2;2019
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Curso Livre em Regime Livre;2;2019
425109;Animação e Ambientes Virtuais;2;0;2;0;4;Licenciatura Bolonha em Engenharia Informática;2;2019
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2019
425109;Animação e Ambientes Virtuais;10;0;0;0;10;Mestrado Bolonha em Engenharia Informática;2;2019
425109;Animação e Ambientes Virtuais;11;0;1;0;12;Mestrado Bolonha em Informática;2;2019
425278;Estudo Orientado em Engenharia Informática;7;0;1;0;8;Mestrado Bolonha em Engenharia Informática;1;2020
425276;Bases de Dados Avançadas;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425276;Bases de Dados Avançadas;16;1;3;0;20;Mestrado Bolonha em Engenharia Informática;1;2020
425272;Estudo Orientado em Informática;2;0;0;0;2;Mestrado Bolonha em Informática;1;2020
425266;Desenho e Desenvolvimento de Jogos;31;0;0;0;31;Mestrado Bolonha em Engenharia Informática;1;2020
425266;Desenho e Desenvolvimento de Jogos;12;0;0;0;12;Mestrado Bolonha em Informática;1;2020
425266;Desenho e Desenvolvimento de Jogos;1;0;0;0;1;Mestrado Integrado em Engenharia Física;1;2020
425263;Programação Paralela e Concorrente;1;0;0;0;1;Licenciatura Bolonha em Física;1;2020
425263;Programação Paralela e Concorrente;3;0;0;0;3;Mestrado Bolonha em Ciência de Dados;1;2020
425263;Programação Paralela e Concorrente;32;3;1;0;36;Mestrado Bolonha em Engenharia Informática;1;2020
425263;Programação Paralela e Concorrente;2;0;0;0;2;Mestrado Bolonha em Física;1;2020
425263;Programação Paralela e Concorrente;5;0;2;0;7;Mestrado Bolonha em Informática;1;2020
425259;Seminário de Investigação I;6;2;1;0;9;Mestrado Bolonha em Ciência Cognitiva;1;2020
425258;Tópicos Avançados de Ciência Cognitiva;6;0;6;0;12;Mestrado Bolonha em Ciência Cognitiva;1;2020
425257;Modelos da Computação;5;0;3;4;12;Mestrado Bolonha em Ciência Cognitiva;1;2020
425254;Inteligência Artificial;6;0;0;0;6;Curso Livre em Regime Livre;1;2020
425254;Inteligência Artificial;13;0;4;0;17;Mestrado Bolonha em Ciência Cognitiva;1;2020
425250;Introdução à Investigação em Ciência de Dados;15;0;3;0;18;Mestrado Bolonha em Ciência de Dados;1;2020
425248;Seminário em Ciência de Dados;5;0;0;0;5;Curso de Especialização em Data Science;1;2020
425248;Seminário em Ciência de Dados;21;1;0;0;22;Mestrado Bolonha em Ciência de Dados;1;2020
425247;Fundamentos de Ciência de Dados;6;0;0;0;6;Curso de Especialização em Data Science;1;2020
425247;Fundamentos de Ciência de Dados;0;0;2;0;2;Curso Livre em Erasmus;1;2020
425247;Fundamentos de Ciência de Dados;0;0;1;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2020
425247;Fundamentos de Ciência de Dados;21;0;0;0;21;Mestrado Bolonha em Ciência de Dados;1;2020
425244;Fundamentos da Web Semântica;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425244;Fundamentos da Web Semântica;1;0;0;0;1;Mestrado Bolonha em Ciência de Dados;1;2020
425244;Fundamentos da Web Semântica;4;0;1;0;5;Mestrado Bolonha em Engenharia Informática;1;2020
425244;Fundamentos da Web Semântica;6;0;0;0;6;Mestrado Bolonha em Informática;1;2020
425243;Visualização de Dados;3;0;0;0;3;Curso de Especialização em Data Science;1;2020
425243;Visualização de Dados;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2020
425243;Visualização de Dados;2;0;0;0;2;Curso Livre em Erasmus;1;2020
425243;Visualização de Dados;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2020
425243;Visualização de Dados;3;0;0;0;3;Mestrado Bolonha em Bioestatística;1;2020
425243;Visualização de Dados;4;0;1;0;5;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2020
425243;Visualização de Dados;10;0;2;0;12;Mestrado Bolonha em Ciência de Dados;1;2020
425243;Visualização de Dados;7;0;1;0;8;Mestrado Bolonha em Engenharia Geoespacial;1;2020
425243;Visualização de Dados;22;1;1;0;24;Mestrado Bolonha em Engenharia Informática;1;2020
425243;Visualização de Dados;1;0;0;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2020
425243;Visualização de Dados;8;1;5;0;14;Mestrado Bolonha em Informática;1;2020
425243;Visualização de Dados;1;0;1;0;2;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2020
425243;Visualização de Dados;6;0;4;0;10;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2020
425243;Visualização de Dados;1;0;0;0;1;Mestrado Integrado em Engenharia Física;1;2020
425239;Experiência de Utilização;0;0;1;0;1;Curso Livre em Erasmus;1;2020
425239;Experiência de Utilização;20;0;4;0;24;Mestrado Bolonha em Engenharia Informática;1;2020
425239;Experiência de Utilização;15;0;0;0;15;Mestrado Bolonha em Informática;1;2020
425239;Experiência de Utilização;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;1;2020
425232;Cibercrime e Análise Forense;12;0;0;2;14;Mestrado Bolonha em Segurança Informática;1;2020
425230;Análise e Gestão de Risco em Segurança Informática;0;1;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425230;Análise e Gestão de Risco em Segurança Informática;15;0;0;0;15;Mestrado Bolonha em Engenharia Informática;1;2020
425230;Análise e Gestão de Risco em Segurança Informática;4;0;1;0;5;Mestrado Bolonha em Informática;1;2020
425230;Análise e Gestão de Risco em Segurança Informática;14;0;1;0;15;Mestrado Bolonha em Segurança Informática;1;2020
425221;Programação Por Objetos;0;1;0;0;1;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2020
425221;Programação Por Objetos;2;0;0;0;2;Mestrado Bolonha em Física;1;2020
425221;Programação Por Objetos;9;1;0;0;10;Mestrado Bolonha em Informática;1;2020
425221;Programação Por Objetos;10;1;0;0;11;Mestrado Integrado em Engenharia Física;1;2020
425216;Aprendizagem Automática;5;0;1;0;6;Curso de Especialização em Data Science;1;2020
425216;Aprendizagem Automática;4;0;0;0;4;Curso Livre em Erasmus;1;2020
425216;Aprendizagem Automática;3;0;1;0;4;Mestrado Bolonha em Bioestatística;1;2020
425216;Aprendizagem Automática;10;0;2;0;12;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2020
425216;Aprendizagem Automática;14;1;6;0;21;Mestrado Bolonha em Ciência de Dados;1;2020
425216;Aprendizagem Automática;35;0;3;0;38;Mestrado Bolonha em Engenharia Informática;1;2020
425216;Aprendizagem Automática;2;0;0;0;2;Mestrado Bolonha em Estatística e Investigação Operacional;1;2020
425216;Aprendizagem Automática;2;0;0;0;2;Mestrado Bolonha em Física;1;2020
425216;Aprendizagem Automática;13;1;3;0;17;Mestrado Bolonha em Informática;1;2020
425216;Aprendizagem Automática;0;0;1;0;1;Mestrado Bolonha em Segurança Informática;1;2020
425216;Aprendizagem Automática;1;0;0;0;1;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2020
425216;Aprendizagem Automática;11;0;1;0;12;Mestrado Integrado em Engenharia Física;1;2020
425203;Fundamentos de Programação;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2020
425203;Fundamentos de Programação;2;0;0;0;2;Curso Livre em Erasmus;1;2020
425203;Fundamentos de Programação;1;0;0;0;1;Curso Livre em Regime Livre;1;2020
425203;Fundamentos de Programação;7;3;1;0;11;Mestrado Bolonha em Bioestatística;1;2020
425203;Fundamentos de Programação;19;3;0;0;22;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2020
425203;Fundamentos de Programação;2;1;0;0;3;Mestrado Bolonha em Ciência Cognitiva;1;2020
425203;Fundamentos de Programação;2;1;0;0;3;Mestrado Bolonha em Engenharia Geoespacial;1;2020
425203;Fundamentos de Programação;7;5;0;3;15;Mestrado Bolonha em Informática;1;2020
425203;Fundamentos de Programação;1;2;0;2;5;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2020
425199;Computação Natural;1;0;0;0;1;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2020
425179;Sistemas de Software Seguros;12;1;1;1;15;Mestrado Bolonha em Segurança Informática;1;2020
425173;Introdução à Segurança Informática;9;0;1;0;10;Mestrado Bolonha em Segurança Informática;1;2020
425160;Vida Artificial;1;0;0;0;1;Curso de Especialização em Data Science;1;2020
425160;Vida Artificial;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425160;Vida Artificial;6;0;0;0;6;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2020
425160;Vida Artificial;2;0;0;0;2;Mestrado Bolonha em Ciência de Dados;1;2020
425160;Vida Artificial;17;0;1;0;18;Mestrado Bolonha em Engenharia Informática;1;2020
425160;Vida Artificial;4;0;1;1;6;Mestrado Bolonha em Informática;1;2020
425160;Vida Artificial;6;0;0;0;6;Mestrado Integrado em Engenharia Biomédica e Biofísica;1;2020
425157;Tolerância a Faltas Distribuída;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425157;Tolerância a Faltas Distribuída;21;2;2;0;25;Mestrado Bolonha em Engenharia Informática;1;2020
425157;Tolerância a Faltas Distribuída;2;0;0;0;2;Mestrado Bolonha em Informática;1;2020
425157;Tolerância a Faltas Distribuída;9;0;0;0;9;Mestrado Bolonha em Segurança Informática;1;2020
425153;Tecnologias de Middleware;14;0;5;0;19;Mestrado Bolonha em Engenharia Informática;1;2020
425153;Tecnologias de Middleware;6;1;0;0;7;Mestrado Bolonha em Informática;1;2020
425153;Tecnologias de Middleware;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;1;2020
425152;Tecnologia de Bases de Dados;5;0;0;0;5;Curso de Especialização em Data Science;1;2020
425152;Tecnologia de Bases de Dados;20;0;1;0;21;Mestrado Bolonha em Ciência de Dados;1;2020
425152;Tecnologia de Bases de Dados;9;0;3;0;12;Mestrado Bolonha em Informática;1;2020
425149;Software Fiável;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425149;Software Fiável;17;18;3;0;38;Mestrado Bolonha em Engenharia Informática;1;2020
425149;Software Fiável;5;0;0;0;5;Mestrado Bolonha em Informática;1;2020
425146;Sistemas Multi-Agente;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425146;Sistemas Multi-Agente;29;0;2;0;31;Mestrado Bolonha em Engenharia Informática;1;2020
425146;Sistemas Multi-Agente;2;0;1;0;3;Mestrado Bolonha em Informática;1;2020
425141;Segurança de Software;22;1;2;2;27;Mestrado Bolonha em Engenharia Informática;1;2020
425141;Segurança de Software;1;2;0;3;6;Mestrado Bolonha em Informática;1;2020
425122;Gestão de Projetos;2;0;0;0;2;Curso Livre em Erasmus;1;2020
425122;Gestão de Projetos;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2020
425122;Gestão de Projetos;30;0;3;0;33;Mestrado Bolonha em Engenharia Informática;1;2020
425122;Gestão de Projetos;8;1;0;0;9;Mestrado Bolonha em Informática;1;2020
425122;Gestão de Projetos;5;0;2;0;7;Mestrado Bolonha em Segurança Informática;1;2020
425122;Gestão de Projetos;1;0;0;0;1;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2020
425121;Fundamentos de Segurança;1;3;1;0;5;Mestrado Bolonha em Informática;1;2020
425117;Design de Software;36;6;1;5;48;Mestrado Bolonha em Engenharia Informática;1;2020
425117;Design de Software;8;2;1;1;12;Mestrado Bolonha em Informática;1;2020
425113;Computação Móvel;51;1;0;0;52;Mestrado Bolonha em Engenharia Informática;1;2020
425113;Computação Móvel;16;1;1;0;18;Mestrado Bolonha em Informática;1;2020
425113;Computação Móvel;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;1;2020
425105;Introdução às Bases de Dados;1;0;0;0;1;Curso Livre em Erasmus;1;2020
425105;Introdução às Bases de Dados;3;0;3;0;6;Mestrado Bolonha em Bioestatística;1;2020
425105;Introdução às Bases de Dados;20;0;0;0;20;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2020
425105;Introdução às Bases de Dados;3;0;0;0;3;Mestrado Bolonha em Ciência de Dados;1;2020
425105;Introdução às Bases de Dados;6;1;0;0;7;Mestrado Bolonha em Engenharia Geoespacial;1;2020
425105;Introdução às Bases de Dados;1;0;0;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2020
425105;Introdução às Bases de Dados;8;0;2;0;10;Mestrado Bolonha em Informática;1;2020
425105;Introdução às Bases de Dados;3;1;0;0;4;Mestrado Bolonha em Matemática Aplicada à Economia e Gestão;1;2020
425105;Introdução às Bases de Dados;0;2;2;0;4;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2020
425105;Introdução às Bases de Dados;1;0;0;0;1;Mestrado Integrado em Engenharia Física;1;2020
425277;Gestão e Organização Empresarial;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425277;Gestão e Organização Empresarial;83;0;6;0;89;Mestrado Bolonha em Engenharia Informática;2;2020
425269;Aprendizagem Automática Avançada;5;0;0;0;5;Curso de Especialização em Data Science;2;2020
425269;Aprendizagem Automática Avançada;0;0;0;1;1;Curso Livre em Erasmus;2;2020
425269;Aprendizagem Automática Avançada;4;0;0;0;4;Curso Livre em Regime Livre;2;2020
425269;Aprendizagem Automática Avançada;17;0;0;2;19;Mestrado Bolonha em Ciência de Dados;2;2020
425269;Aprendizagem Automática Avançada;13;2;0;4;19;Mestrado Bolonha em Engenharia Informática;2;2020
425269;Aprendizagem Automática Avançada;1;0;0;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;2;2020
425269;Aprendizagem Automática Avançada;3;0;0;2;5;Mestrado Bolonha em Informática;2;2020
425267;Linguagens de Domínio;7;2;0;0;9;Mestrado Bolonha em Engenharia Informática;2;2020
425260;Seminário de Investigação II;7;0;1;0;8;Mestrado Bolonha em Ciência Cognitiva;2;2020
425256;Tecnologia da Linguagem;7;0;8;0;15;Mestrado Bolonha em Ciência Cognitiva;2;2020
425255;Fundamentos da Computação;0;0;1;0;1;Curso Livre em Regime Livre;2;2020
425255;Fundamentos da Computação;11;0;4;0;15;Mestrado Bolonha em Ciência Cognitiva;2;2020
425253;Métodos e Estudos com Utilizadores;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425253;Métodos e Estudos com Utilizadores;13;0;0;1;14;Mestrado Bolonha em Engenharia Informática;2;2020
425253;Métodos e Estudos com Utilizadores;1;0;0;0;1;Mestrado Bolonha em Informática;2;2020
425252;Computação Quântica;1;0;0;0;1;Curso Livre em Erasmus;2;2020
425252;Computação Quântica;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425252;Computação Quântica;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425252;Computação Quântica;4;0;2;0;6;Mestrado Bolonha em Engenharia Informática;2;2020
425252;Computação Quântica;1;0;0;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;2;2020
425252;Computação Quântica;1;0;1;0;2;Mestrado Bolonha em Informática;2;2020
425252;Computação Quântica;0;0;1;0;1;Mestrado Bolonha em Segurança Informática;2;2020
425252;Computação Quântica;1;0;0;0;1;Mestrado Integrado em Engenharia Física;2;2020
425245;Tecnologias de Processamento de Dados;4;0;0;0;4;Curso de Especialização em Data Science;2;2020
425245;Tecnologias de Processamento de Dados;1;0;1;0;2;Curso Livre em Regime Livre;2;2020
425245;Tecnologias de Processamento de Dados;10;0;1;0;11;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425245;Tecnologias de Processamento de Dados;18;0;3;0;21;Mestrado Bolonha em Ciência de Dados;2;2020
425245;Tecnologias de Processamento de Dados;8;0;1;0;9;Mestrado Bolonha em Engenharia Geoespacial;2;2020
425245;Tecnologias de Processamento de Dados;0;0;1;0;1;Mestrado Bolonha em Engenharia Informática;2;2020
425245;Tecnologias de Processamento de Dados;6;0;3;0;9;Mestrado Bolonha em Informática;2;2020
425245;Tecnologias de Processamento de Dados;5;0;1;0;6;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2020
425245;Tecnologias de Processamento de Dados;3;0;0;0;3;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2020
425245;Tecnologias de Processamento de Dados;3;0;0;0;3;Mestrado Integrado em Engenharia Física;2;2020
425242;Prospeção de Dados;5;0;1;0;6;Curso de Especialização em Data Science;2;2020
425242;Prospeção de Dados;3;0;0;0;3;Curso Livre em Erasmus;2;2020
425242;Prospeção de Dados;4;0;1;0;5;Curso Livre em Regime Livre;2;2020
425242;Prospeção de Dados;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
